-6.483237141258051,-2.5474342572287334
-13.646410183864276,-4.341701537027938
-78.1665,0.0432
-81.55000000000001,0.108
-44.7,0.0648
-191.73338,-27.74657
-338.13749999999993,-87.95
-703.0,-164.69809077411838
-335.43315,-169.59453289868497
0.5,-105.9
-359.40000000000003,-182.829768562815
-373.24999999999994,-423.32000000000005
-390.35,-393.425
-306.84999999999997,-330.74999999999994
0.5,0.5
-856.5728,-877.57125
-739.2249999999999,-815.8072800000002
-142.04999999999998,-302.03
-631.6400000000001,-811.605
0.5,0.5
-1033.66,-1123.875
-2173.875,-1388.1499999999999
0.5,0.5
-1041.69,-1213.125
-490.48999999999995,-894.6075000000001
-77.27499999999999,-449.5
-40.665,-471.90500000000003
-1598.0299999999997,-946.5350000000002
0.5,0.5
0.5,0.5
0.5,0.5
-3.45,0.5
0.5,0.5
-25.845,0.3
-1243.0500000000002,-2888.76
-33.559999999999995,-1436.6000000000001
0.5,0.5
0.5,0.5
0.5,0.5
-4.05,0.5
-75.05,-585.3000000000001
0.5,-2346.55
-44.4,0.5
0.5,-135.05
0.5,0.5
0.5,0.5
0.5,0.5
-4.135400000000001,0.5
-3140.65,-3555.3368000000005
-4.250000000000001,0.5
-1879.483652,-2139.6428499999997
-3698.7999999999997,-4437.416730399999
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
-72.15,0.5
0.5,0.5
0.5,0.5
-113.39999999999999,0.5
0.5,0.5
0.5,0.5
-3284.175,-6362.55
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
-399.35,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.03888,-14.149999999999999
-9.13379072066121,-8.267280170654768
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.049488000000000004,-8.181999999999999
-251.62,-125.59752
-217.84999999999997,-175.125
0.5,0.5
0.5,0.5
0.5,0.5
0.13428800000000002,-8.039200000000001
0.16799999999999998,-8.149999999999999
-142.5,0.5
0.268,0.5
-520.485,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.26080000000000003,0.5
-3.895715841199836,-8.4392
0.5,0.5
-933.1300000000001,-750.2858
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
-4.2,0.5
0.5,0.5
-1401.6500000000003,0.5
-1076.8,-558.95
0.5,0.5
0.5,0.5
0.5,0.5
-3.6500000000000004,0.5
0.5,0.5
-1999.05,0.5
0.5,0.5
-3.5999999999999996,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
-2435.6499999999996,0.5
0.5,-620.6500000000001
0.5,0.5
0.5,0.5
0.5,-2127.0483652
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
